restaurant name,restaurant type,cuisines type,rate (out of 5),avg cost (two people),area,city
Amour - Love for Desserts,Restaurant,Desserts,3.4,350,Kandivali West,Mumbai
Indulge - The Dessert Co,Restaurant,Bakery,3.3,400,Malabar Hill,Mumbai
Foodies Era,Restaurant,Chinese,-,300,Near Andheri East Station,Mumbai
Dyno Foods,Restaurant,"North Indian,Chinese",2.9,350,Mira Road,Mumbai
Little Bite,Restaurant,Fast Food,2.9,250,Lower Parel,Mumbai
A-1 Family Dhaba,Restaurant,"Lucknowi,Mughlai,North Indian",-,800,Vasai,Mumbai
Mutton Shutton,Restaurant,Maharashtrian,-,400,Vashi,Mumbai
Ruchi The Taste Bud,Restaurant,"Chinese,Fast Food",3.3,400,Vasant Vihar-- Thane West,Mumbai
Munnu's Kitchen,Restaurant,Fast Food,-,200,Nalasopara,Mumbai
The Baking Girl,Restaurant,Desserts,3.5,400,Turbhe,Mumbai
Shri Krishna,Restaurant,"North Indian,Chinese",-,350,Khopat-- Thane West,Mumbai
Golden Cup,Restaurant,Beverages,3.3,350,Girgaum,Mumbai
Chatak Matak Foods,Restaurant,"Momos,Fast Food",3.0,150,Naupada-- Thane West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Blue Bite,Restaurant,"Fast Food,Chinese",3.1,300,Kurla,Mumbai
CHC- Crystalice Him Cream,Restaurant,"Ice Cream,Fast Food",3.2,350,Dahisar East,Mumbai
Bunnal Refreshment,Restaurant,"Chinese,North Indian,Fast Food",-,400,4 Bungalows,Mumbai
The Big Bread Studio,Restaurant,Bakery,3.0,250,Oshiwara-- Andheri West,Mumbai
Bakes & Batters,Restaurant,Bakery,-,300,Vashi,Mumbai
Arsan Foods,Restaurant,"North Indian,Bengali",3.0,350,Ghansoli,Mumbai
Snackups,Restaurant,Fast Food,3.4,300,Vile Parle East,Mumbai
Choc O' Delite,Restaurant,Bakery,3.4,600,7 Bungalows-- Andheri West,Mumbai
Bites,Restaurant,Fast Food,-,200,Vashi,Mumbai
Yoo Chinese,Restaurant,Chinese,-,400,Vashi,Mumbai
The Swadisht,Restaurant,"North Indian,Mughlai,Fast Food",3.3,400,Vashi,Mumbai
Berlin Cafe,Restaurant,Cafe,3.1,400,Nerul,Mumbai
Snack Time,Restaurant,"Fast Food,Street Food,Beverages",-,400,New Panvel,Mumbai
Health De Bucket,Restaurant,"Healthy Food,Salad,Beverages",3.4,450,Old Panvel,Mumbai
Hotel Kalpana,Restaurant,"South Indian,Chinese,North Indian,Street Food",3.0,400,Ambernath,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
1 By Two,Restaurant,"Fast Food,Chinese",3.7,800,Mahakali,Mumbai
Mom's Kitchen,Restaurant,"North Indian,Bengali,Continental",3.7,500,Powai,Mumbai
Fusion Point,Restaurant,Fast Food,3.2,400,Mira Road,Mumbai
Gluttony,Restaurant,"Bakery,Desserts",4.1,700,Marol,Mumbai
Tall Grass Cafe,Restaurant,"North Indian,Chinese,Mughlai",4.0,600,Jogeshwari,Mumbai
Hotel Siblings,Restaurant,"North Indian,Chinese,Thai",3.5,650,Lower Parel,Mumbai
Biryani & More,Restaurant,"Biryani,North Indian,Chinese,Kebab",3.3,400,7 Bungalows-- Andheri West,Mumbai
Ek Pe One,Restaurant,"North Indian,Chinese",-,1200,Goregaon West,Mumbai
Food Studio,Restaurant,Fast Food,3.5,400,Ulhasnagar,Mumbai
M.Y.O - Make Your Own,Restaurant,"Mexican,Italian,Continental",3.9,500,Borivali West,Mumbai
Shalimar Sweets,Restaurant,Mithai,3.6,200,Byculla,Mumbai
Soul Curry,Restaurant,"Chinese,North Indian,Malwani,Mughlai,Biryani",3.7,800,Bhandup,Mumbai
Shake N Crack,Restaurant,"Juices,Fast Food,Sandwich",3.7,350,Khar,Mumbai
Bombay Kitchen,Restaurant,"North Indian,Chinese",3.9,700,Chakala,Mumbai
Food Dynasty,Restaurant,"North Indian,Chinese",NEW,700,Versova-- Andheri West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Bongchilli,Restaurant,"Bengali,North Indian",3.5,400,Kopar Khairane,Mumbai
Dessert Diaries,Restaurant,Desserts,3.2,300,Goregaon East,Mumbai
Maitri Take Away Kitchen,Restaurant,"Chinese,North Indian",3.1,300,Nerul,Mumbai
Crumble Town,Restaurant,"Healthy Food,Bakery",3.3,350,Manpada-- Thane West,Mumbai
Omkar's Kitchen,Restaurant,"Fast Food,Chinese,North Indian",3.0,350,Malad West,Mumbai
Murdeshwars,Restaurant,"Maharashtrian,North Indian,Fast Food",-,300,Manpada-- Thane West,Mumbai
Darnam Ice Cream,Restaurant,"Desserts,Ice Cream",-,250,Castle Mill-- Thane West,Mumbai
Mumbai Chinese,Restaurant,Chinese,-,500,Chandivali,Mumbai
Magic Chilli,Restaurant,"Chinese,Fast Food",3.5,600,Vashi,Mumbai
Sonu's Chinese Corner,Restaurant,Chinese,3.1,450,Vashi,Mumbai
Chocolacious,Restaurant,"Desserts,Bakery",3.4,150,Upvan-- Thane West,Mumbai
Juicity,Restaurant,"Fast Food,Mexican,Chinese,Street Food",3.3,500,Girgaum,Mumbai
Kuber's Resto,Restaurant,"North Indian,Mughlai,Chinese",3.0,350,Naupada-- Thane West,Mumbai
2StatesColdCoffeeShop,Restaurant,"Cafe,Fast Food",3.6,100,Kharghar,Mumbai
The Nocturnal Kitchen,Restaurant,"Chinese,North Indian",3.4,500,Marine Lines,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Jan Swad,Restaurant,"North Indian,South Indian",2.9,200,Marve,Mumbai
Neeta Foods and Beverages,Restaurant,"North Indian,Chinese",-,600,Vasai,Mumbai
Peppers and Parsley,Restaurant,"Asian,Continental,Malaysian,Goan,Bengali",3.3,700,Andheri Lokhandwala-- Andheri West,Mumbai
Ethnic Kitchen,Restaurant,"Biryani,Chinese,North Indian,Desserts",3.6,600,Powai,Mumbai
Ranjan Chinese Corner,Restaurant,Chinese,-,400,Mira Road,Mumbai
Chocoart,Restaurant,"Bakery,Desserts",3.1,400,Vile Parle West,Mumbai
The Chicken Kitchen,Restaurant,Konkan,3.4,350,Owale-- Thane West,Mumbai
Cakewaali.co,Restaurant,Bakery,3.2,100,Kopar Khairane,Mumbai
Spaghetti & Subs,Restaurant,Italian,3.1,450,Vasai,Mumbai
Shree Food Corner,Restaurant,Chinese,-,200,CBD-Belapur,Mumbai
Top 10 Darjeeling,Restaurant,Chinese,-,250,Kamothe,Mumbai
Leeds Kinara,Restaurant,"North Indian,Chinese",-,450,Majiwada-- Thane West,Mumbai
The Icecreamists,Restaurant,Ice Cream,3.7,200,Kandivali East,Mumbai
S.A.L.T Parcel Kitchen,Restaurant,North Indian,3.1,650,Mulund West,Mumbai
Nawab Express,Restaurant,Biryani,3.1,350,Powai,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Standard Chinese,Restaurant,Chinese,3.3,500,Mira Road,Mumbai
Bistro Kings'z,Restaurant,"Fast Food,Desserts,Beverages",3.0,300,Kharghar,Mumbai
Emporio Patisserie,Restaurant,"Desserts,Fast Food",NEW,200,Near Andheri East Station,Mumbai
Pochinki,Restaurant,"American,Andhra,Afghan",-,300,Mira Road,Mumbai
Royal Chinese And Fast Food,Restaurant,Chinese,-,300,Turbhe,Mumbai
Suraj Chinese,Restaurant,Chinese,-,300,Bhandup,Mumbai
Junkies,Restaurant,Fast Food,3.2,400,Dahisar East,Mumbai
Flour & Cream,Restaurant,Bakery,3.2,400,Kharghar,Mumbai
DP Foods,Restaurant,Fast Food,-,200,Dombivali East,Mumbai
Mangal Tea and Snacks,Restaurant,"Street Food,Sandwich,Tea,Coffee",-,100,Airoli,Mumbai
Homely Delights by Paaneri,Restaurant,"Bakery,Desserts",-,300,Santacruz West,Mumbai
Hotel Shree Krishna,Restaurant,"North Indian,Chinese,Fast Food",-,450,Near Andheri West Station,Mumbai
Blue Pepper,Restaurant,"Chinese,Seafood",3.4,400,Chembur,Mumbai
Mini Pizza World,Restaurant,Pizza,-,300,Bandstand-- Bandra West,Mumbai
Hotel Om Snacks Corner,Restaurant,"Maharashtrian,Fast Food,Chinese",-,500,Kalyan,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Yummy Weekend,Restaurant,North Indian,Opening,200,Airoli,Mumbai
Rannghor,Restaurant,"Bengali,Chinese,Biryani",Opening,250,Malad East,Mumbai
Hotel Goan Tadka,Restaurant,North Indian,-,350,Virar,Mumbai
Hungary Zone,Restaurant,"Chinese,Sandwich",-,250,Airoli,Mumbai
Khavayyez Katta,Restaurant,Maharashtrian,-,300,Ghatkopar West,Mumbai
Aman Food,Restaurant,Fast Food,-,150,Powai,Mumbai
Swagat Fast Food & Juice Center,Restaurant,"Chinese,Fast Food,North Indian,South Indian",-,200,Kurla,Mumbai
Bake-O-Mania,Restaurant,Bakery,3.4,250,Kalyan,Mumbai
Mr. Sandwichwala,Restaurant,"Sandwich,Fast Food",-,200,Malad West,Mumbai
Morya Fast Food Center,Restaurant,"Fast Food,North Indian",-,200,Grant Road,Mumbai
Aarya Corner,Restaurant,"Italian,Fast Food",-,200,Chowpatty,Mumbai
Tasty Corner,Restaurant,"Mithai,Gujarati",-,300,Santacruz East,Mumbai
Yogi Hotel,Restaurant,"North Indian,Biryani,Chinese,Continental",-,650,Airoli,Mumbai
Raj Indian Tandoor Chinese,Restaurant,"Indian,Chinese",-,300,Nalasopara,Mumbai
Sahyadri Special Chaha and Snacks,Restaurant,Fast Food,-,200,Kalwa,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Food For Soul,Restaurant,Fast Food,-,400,Near Andheri East Station,Mumbai
Bake Me Mad By PJ,Restaurant,"Bakery,Desserts",-,300,Near Andheri West Station,Mumbai
Sharda Poli Bhaji Kendra,Restaurant,Fast Food,-,200,Dombivali East,Mumbai
China Hug's,Restaurant,Chinese,-,400,Near Andheri East Station,Mumbai
Redd Pepper,Restaurant,"North Indian,Chinese",-,500,Versova-- Andheri West,Mumbai
Nafees Biryani,Restaurant,"Biryani,North Indian",3.1,350,Malad East,Mumbai
Tag The Cake,Restaurant,Bakery,-,300,Parel,Mumbai
The Muffin Man,Restaurant,Bakery,-,200,Near Andheri East Station,Mumbai
Prossert,Restaurant,"Desserts,Healthy Food",-,900,Hill Road-- Bandra West,Mumbai
Swad Chinese,Restaurant,Chinese,-,300,Old Panvel,Mumbai
Hotel Maratha Corner,Restaurant,"North Indian,Chinese",NEW,400,Goregaon East,Mumbai
Shree Ganesh Snacks Corner,Restaurant,South Indian,-,300,Goregaon West,Mumbai
Shree Sai Kurpa,Restaurant,"Chinese,South Indian",-,300,Upvan-- Thane West,Mumbai
Ruchira Food Center,Restaurant,Maharashtrian,-,200,Worli,Mumbai
Vaishno Food Point,Restaurant,Fast Food,-,200,Malad East,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Zaykebaaz,Restaurant,"Sandwich,Fast Food,Beverages",-,200,Dombivali East,Mumbai
Om Sai Fast Food,Restaurant,Chinese,-,200,Kandivali West,Mumbai
"Govekar's Cake , Chocolates & More",Restaurant,Bakery,-,300,Vashi,Mumbai
Urbanic Fast Food,Restaurant,"Pizza,Fast Food",-,200,Ghatkopar West,Mumbai
Hotel Bismillaha,Restaurant,"Chinese,Mughlai",-,500,Mulund West,Mumbai
Cakers & Bakers,Restaurant,"Bakery,Desserts",3.2,500,Mira Road,Mumbai
Saipriya,Restaurant,"Fast Food,South Indian",-,300,Dombivali West,Mumbai
GLAD - Guilt Less And Delicious,Restaurant,Desserts,3.3,400,Ghatkopar East,Mumbai
Cruncheez,Restaurant,Fast Food,3.1,400,Mira Road,Mumbai
The Hunger House,Restaurant,"Fast Food,Beverages,Italian",3.4,300,Dombivali East,Mumbai
Hoodliz Cafe,Restaurant,Fast Food,3.1,600,Lower Parel,Mumbai
Chef's Kitchen,Restaurant,"Chinese,Biryani,North Indian",3.1,400,Dahisar East,Mumbai
The Celebration Point,Restaurant,"Bakery,Fast Food",-,300,Parel,Mumbai
The Zoom Kitchen,Restaurant,"North Indian,Mughlai,Chinese",2.7,400,Kamothe,Mumbai
Khato Junction,Restaurant,"Fast Food,Beverages",3.0,300,Kandivali West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Occasions Biryani & More,Restaurant,"North Indian,Biryani",3.1,500,Kandivali West,Mumbai
Red Chilli & Spice,Restaurant,North Indian,-,150,Old Panvel,Mumbai
Poojan Tiffin Service,Restaurant,North Indian,3.3,300,Chembur,Mumbai
Khusbu Chinese Corner,Restaurant,Chinese,-,250,Nalasopara,Mumbai
Hotel Chakarmani,Restaurant,North Indian,-,500,Bhandup,Mumbai
Kabeer Fast Food,Restaurant,Fast Food,-,400,Mira Road,Mumbai
The Juicerri,Restaurant,"Juices,Fast Food",-,250,Mira Road,Mumbai
Spice Hut,Restaurant,Chinese,-,400,Mira Road,Mumbai
New Chopstix Chinese Point,Restaurant,Chinese,-,700,Mira Road,Mumbai
M & B Fresh Fast Food,Restaurant,"Fast Food,Chinese",-,400,Mira Road,Mumbai
Sai Aabhari Katta Hotel,Restaurant,Konkan,-,350,Mira Road,Mumbai
Hotel AK Chinese,Restaurant,Chinese,-,700,Mira Road,Mumbai
Smileat,Restaurant,South Indian,-,400,Mira Road,Mumbai
Tulsi Chinese,Restaurant,"Fast Food,Chinese",-,600,Mira Road,Mumbai
Shree  Balaji,Restaurant,"Chinese,Fast Food",-,400,Mira Road,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
J / S Burgers,Restaurant,"Burger,Pizza",3.1,350,Mira Road,Mumbai
Amy's Kitchen,Restaurant,"North Indian,Chinese",-,400,Mira Road,Mumbai
BBR  Chinese Food,Restaurant,"Chinese,North Indian",-,700,Mira Road,Mumbai
C.G  Kitchen,Restaurant,North Indian,3.1,300,Kalyan,Mumbai
New Chinese Point,Restaurant,Chinese,-,650,Mira Road,Mumbai
Arabian Street,Restaurant,"Arabian,BBQ",-,800,Vasai,Mumbai
Royal Fast Food Corner,Restaurant,"Fast Food,Chinese",-,300,Dahisar East,Mumbai
Anna's Fish Point - Lunch Home,Restaurant,North Indian,3.1,400,Vasai,Mumbai
Crumb Coats,Restaurant,Bakery,3.4,300,Vasant Vihar-- Thane West,Mumbai
The Baking Tray,Restaurant,"Bakery,Desserts",3.5,350,Malabar Hill,Mumbai
Om Chinese Corner,Restaurant,"Fast Food,Chinese",-,300,Dahisar East,Mumbai
Kokan Swad,Restaurant,Fast Food,-,150,Dahisar East,Mumbai
Pindi,Restaurant,"Chinese,Pizza,Sindhi,Fast Food",3.5,300,Kharghar,Mumbai
Mai.. Veg,Restaurant,"Fast Food,North Indian,South Indian,Chinese",2.7,400,Goregaon West,Mumbai
Spicy Aroma,Restaurant,"Fast Food,North Indian,Chinese,Kebab",3.1,600,Chembur,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Patel Hasty Tasty Food Zone,Restaurant,"Street Food,Fast Food",-,200,Goregaon West,Mumbai
Venkatesh Fast Food,Restaurant,Fast Food,-,150,Bhayandar,Mumbai
A1 Sandwich Center,Restaurant,Fast Food,-,150,Sakinaka,Mumbai
Shree Swami Samarth,Restaurant,Maharashtrian,-,200,Dombivali East,Mumbai
Prabhu Kurpa Fast Food Dosa,Restaurant,"Fast Food,South Indian",-,150,Near Andheri East Station,Mumbai
BakeShake&Co,Restaurant,Desserts,-,300,Naupada-- Thane West,Mumbai
Shree Ganesh Lunch Home,Restaurant,Chinese,-,250,Vashi,Mumbai
Bluebunny Icecream,Restaurant,"Desserts,Ice Cream",-,200,Borivali West,Mumbai
Indian Tadka,Restaurant,"North Indian,Fast Food",-,400,Raghuleela Mall-- Vashi,Mumbai
Affectionate,Restaurant,Desserts,3.1,300,Bhayandar,Mumbai
Shree Chapatti House & Shree Chinese Corner,Restaurant,"Chinese,Fast Food",-,400,Majiwada-- Thane West,Mumbai
Tasty Bites Fun & More,Restaurant,"Fast Food,Sandwich",-,200,Parel,Mumbai
Kappu Shawarma,Restaurant,Lebanese,-,250,Mulund West,Mumbai
Vapour - Bistro & Lounge,Restaurant,"Continental,Chinese",3.1,900,CBD-Belapur,Mumbai
Hunger Hub Fast Food,Restaurant,"Fast Food,Burger,Pizza,Beverages",-,350,Charni Road,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
CakeFort,Restaurant,Bakery,3.1,300,Airoli,Mumbai
YaSo Takeaway,Restaurant,Chinese,3.2,350,New Panvel,Mumbai
Magic Touch Cafe,Restaurant,Fast Food,3.1,200,Dombivali East,Mumbai
Mahalaxmi Snacks Corner,Restaurant,"Maharashtrian,Chinese,Street Food",-,300,Kalyan,Mumbai
Hotel Saison,Restaurant,"Chinese,North Indian",-,500,Borivali West,Mumbai
Kule Kitchen,Restaurant,Chinese,3.2,300,Santacruz West,Mumbai
Prem Chinese and Tandoori Point,Restaurant,"Chinese,Mughlai",-,400,Ulhasnagar,Mumbai
Sweeter Land,Restaurant,Mithai,-,300,Kurla,Mumbai
Chocs N Cakes,Restaurant,Desserts,-,150,Chembur,Mumbai
Samra Swad,Restaurant,"Biryani,Kebab,Mughlai",Opening,700,Virar,Mumbai
Patravali,Restaurant,Maharashtrian,-,300,Kandivali East,Mumbai
Food Of The Gods,Restaurant,Desserts,-,300,Tardeo,Mumbai
The Bevande Spot,Restaurant,"Beverages,Coffee,Juices",-,400,Borivali West,Mumbai
Prakash Caterer,Restaurant,"Fast Food,North Indian",-,300,Tardeo,Mumbai
Cake A Diem,Restaurant,"Bakery,Desserts",-,350,Malad West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
The Serial Griller,Restaurant,"American,Fast Food,Burger",4.1,600,Khar,Mumbai
Desserts N' Shakes,Restaurant,"Desserts,Ice Cream",4.3,300,Kandivali West,Mumbai
Namah,Restaurant,"North Indian,Gujarati",3.8,800,Borivali West,Mumbai
SpiceKlub,Restaurant,"North Indian,Modern Indian",4.3,2100,Lower Parel,Mumbai
The Food Studio - Kitchen & Bar,Restaurant,"Continental,Asian,North Indian",4.1,1100,Mulund West,Mumbai
Le 15 Cafe,Restaurant,"Cafe,Desserts,Bakery",4.4,1200,Colaba,Mumbai
Pop-n-Dine,Restaurant,"Chinese,North Indian,Mughlai,Seafood",3.7,700,Goregaon West,Mumbai
Lotus Court,Restaurant,"Malwani,North Indian,Chinese,Seafood",3.7,750,Dahisar East,Mumbai
Royal Orchid,Restaurant,"North Indian,Chinese",3.5,600,Marve,Mumbai
Grandma's Kitchen,Restaurant,"North Indian,Goan,Malwani,Burger",3.2,600,Khar,Mumbai
Olivia- GCC Hotel & Club,Restaurant,"Chinese,North Indian,Continental",3.8,1000,GCC Hotel & Club-- Mira Road,Mumbai
Maharaja - The Maharaja,Restaurant,"Chinese,North Indian,Mughlai,Biryani,Seafood",3.7,1000,Dahisar East,Mumbai
Hotel Jyoti,Restaurant,"Seafood,North Indian,Chinese,Malwani,Mughlai,Rolls",3.6,500,Goregaon East,Mumbai
Al Buryani,Restaurant,"Biryani,North Indian",2.7,500,Khar,Mumbai
Firangi Bake,Restaurant,"Mexican,Italian",4.1,600,Manpada-- Thane West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
JUST 99 FASTFOOD & ICECREAM CENTER,Restaurant,"Fast Food,Chinese,Juices,Ice Cream,Coffee",-,250,Mira Road,Mumbai
The Momo's And Fast Food House,Restaurant,"Momos,Fast Food",-,150,Wagle Estate-- Thane West,Mumbai
Gogo Juices,Restaurant,"Beverages,Salad",-,80,Bhayandar,Mumbai
Florabella Cakes & Cookies,Restaurant,Bakery,-,150,Dombivali East,Mumbai
Paiso Tea,Restaurant,Tea,-,100,Old Panvel,Mumbai
Nagare Udupi Hotel,Restaurant,"North Indian,Chinese",-,500,CBD-Belapur,Mumbai
King's Restaurant,Restaurant,"Chinese,Mughlai,North Indian",3.0,300,Nalasopara,Mumbai
Broast Arabian Taste,Restaurant,"Arabian,North Indian",NEW,600,Mumbra,Mumbai
Naashta,Restaurant,"Fast Food,Burger,Street Food",Opening,200,Bhayandar,Mumbai
Uzbek's,Restaurant,Chinese,-,250,Mira Road,Mumbai
99/- Burger Kitchen,Restaurant,"Burger,Fast Food",-,200,Khar,Mumbai
Hatke Spiceee,Restaurant,"Maharashtrian,Chinese,North Indian",-,300,Parel,Mumbai
Samartha Janaki Foods,Restaurant,"Maharashtrian,Desserts",-,500,Borivali West,Mumbai
Nuskha,Restaurant,Street Food,NEW,50,Vasai,Mumbai
Hotel Swaraj Chinese,Restaurant,Chinese,NEW,300,Old Panvel,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Maharaja Fresh & Tasty Food,Restaurant,"Chinese,North Indian",NEW,400,Ulhasnagar,Mumbai
Shree Ganesh Krupa Chinese Corner,Restaurant,Chinese,NEW,300,Dombivali West,Mumbai
Sagar Dessert Counter,Restaurant,Bakery,NEW,300,Khar,Mumbai
Cake Corner,Restaurant,Bakery,NEW,400,Old Panvel,Mumbai
Sadda Adda Pasta Grill,Restaurant,"Chinese,Fast Food",NEW,400,Virar,Mumbai
China Dragon,Restaurant,Chinese,NEW,150,Dombivali West,Mumbai
Rimjhim Fastfood,Restaurant,"Street Food,Chinese,North Indian",NEW,600,Kandivali East,Mumbai
J Food Engineering,Restaurant,"South Indian,North Indian,Chinese",NEW,400,Linking Road-- Bandra West,Mumbai
Apna Bakers,Restaurant,Bakery,NEW,300,Wagle Estate-- Thane West,Mumbai
China Taste,Restaurant,Chinese,NEW,300,Dombivali West,Mumbai
The Shake Co,Restaurant,"Fast Food,Desserts",Opening,250,Mahakali,Mumbai
Sunjus's Chinese Corner,Restaurant,Chinese,NEW,200,Ulwe,Mumbai
Shree Balaji Lunch Home,Restaurant,"North Indian,Chinese",NEW,400,CBD-Belapur,Mumbai
Epic Cakes N More,Restaurant,Bakery,NEW,200,Mira Road,Mumbai
China Farm,Restaurant,Chinese,NEW,400,Kamothe,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Sakhi Chinese Corner And Snacks Center,Restaurant,Chinese,NEW,300,Old Panvel,Mumbai
New Dikshants The Craving Point,Restaurant,"Chinese,North Indian",NEW,400,Mira Road,Mumbai
Desseron,Restaurant,"Bakery,Fast Food",NEW,300,Naupada-- Thane West,Mumbai
Shreemat Tea And Snack,Restaurant,"Fast Food,Tea",Opening,150,Kandivali East,Mumbai
Ekatmik,Restaurant,Maharashtrian,NEW,350,Ghatkopar East,Mumbai
Slice And Dice,Restaurant,Bakery,NEW,150,Dombivali East,Mumbai
Shetty Ajja's Rasoi,Restaurant,"North Indian,Chinese,Mughlai,Fast Food",NEW,1300,Marine Lines,Mumbai
Poonam Foodland,Restaurant,"Sandwich,Fast Food",NEW,150,Khar,Mumbai
Hotel Kokan Katta,Restaurant,"Chinese,Malwani,North Indian",NEW,200,New Panvel,Mumbai
Food And Beyond,Restaurant,"North Indian,Chinese",NEW,300,CBD-Belapur,Mumbai
Kalika Family Restaurant,Restaurant,"Chinese,North Indian",NEW,700,Ghansoli,Mumbai
Bhatkadevi Ice Cream,Restaurant,Ice Cream,NEW,200,Bhayandar,Mumbai
Kahekashan,Restaurant,"Paan,Street Food,Tea,Mithai",NEW,150,Sakinaka,Mumbai
Break & Bite,Restaurant,"Bakery,Desserts",NEW,150,Mira Road,Mumbai
Swayamspurthi Marathi Mejvani,Restaurant,Maharashtrian,NEW,900,Ghansoli,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Indian Tadka,Restaurant,North Indian,NEW,500,Bandra East,Mumbai
Khatta Meetha Fast Food Corner,Restaurant,"Fast Food,Street Food",NEW,150,Dahisar East,Mumbai
Good Time Cafe,Restaurant,"Fast Food,Juices",NEW,300,Ulhasnagar,Mumbai
Quicksnacks,Restaurant,"North Indian,Chinese,Fast Food",NEW,150,Lower Parel,Mumbai
The Original,Restaurant,Cafe,Opening,500,Borivali West,Mumbai
Daher Restaurant,Restaurant,"North Indian,Chinese,Mughlai,BBQ,Rolls,Desserts",NEW,600,Juhu,Mumbai
Ansari Chinese Corner,Restaurant,Chinese,NEW,250,Nalasopara,Mumbai
The Indian Flavours,Restaurant,"South Indian,Street Food",NEW,200,Mira Road,Mumbai
Bapu Sandwich,Restaurant,Sandwich,NEW,150,Byculla,Mumbai
The Food Local,Restaurant,"North Indian,Chinese",NEW,500,Kamothe,Mumbai
G3 Good Food,Restaurant,Chinese,NEW,500,Kamothe,Mumbai
Sip N bite,Restaurant,Fast Food,NEW,150,Mumbra,Mumbai
Shree Catering Service,Restaurant,"Fast Food,Chinese",NEW,300,Turbhe,Mumbai
MH46 Chinese,Restaurant,Chinese,NEW,500,Kamothe,Mumbai
Krishna Family Restaurant,Restaurant,"North Indian,Seafood,Chinese,Biryani",NEW,500,Nerul,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Aagri Katta Hotel,Restaurant,North Indian,NEW,200,Goregaon West,Mumbai
Cream & Kranch,Restaurant,Fast Food,NEW,200,Kurla,Mumbai
Frootzzz,Restaurant,Fast Food,NEW,200,Kamothe,Mumbai
Hotel Arambh,Restaurant,"South Indian,Juices,Chinese",NEW,500,Kamothe,Mumbai
Agari Swaad,Restaurant,"North Indian,Maharashtrian",NEW,500,Kamothe,Mumbai
Sangmeshwar Pure Veg,Restaurant,"North Indian,Maharashtrian",NEW,500,Kamothe,Mumbai
Cafe Nine,Restaurant,Cafe,NEW,400,Kamothe,Mumbai
Aadarsh Food,Restaurant,Fast Food,NEW,300,Airoli,Mumbai
Shreshth Chinesess Food,Restaurant,Fast Food,NEW,300,Oshiwara-- Andheri West,Mumbai
Manchurian Family Restaurant,Restaurant,Chinese,NEW,250,Nalasopara,Mumbai
Shalimar Caterers,Restaurant,"North Indian,Chinese",NEW,200,Mira Road,Mumbai
The Salad Project,Restaurant,"Salad,Healthy Food",Opening,500,Versova-- Andheri West,Mumbai
Pallavi Home Lunch Veg & Non veg,Restaurant,"South Indian,North Indian,Fast Food",NEW,100,Airoli,Mumbai
Annavi,Restaurant,"Chinese,Beverages",NEW,300,Vasai,Mumbai
Kalpna Tifin And Momo Chinese Center,Restaurant,"Chinese,North Indian",NEW,350,7 Bungalows-- Andheri West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Charu Ki Rasoi Se,Restaurant,"North Indian,South Indian,Chinese",NEW,500,Nerul,Mumbai
Designer The Cake Point,Restaurant,Bakery,NEW,150,Goregaon West,Mumbai
1975 The Chicken Company,Restaurant,Fast Food,NEW,300,Ulhasnagar,Mumbai
Tirumala Dosa Plaza,Restaurant,South Indian,NEW,200,Kopar Khairane,Mumbai
J K Biryani,Restaurant,Biryani,NEW,350,Versova-- Andheri West,Mumbai
